protocol,payload_profile,stage_concurrency,vus,samples,latency_avg_mean_ms,latency_avg_median_ms,latency_avg_stdev_ms,latency_p95_mean_ms,latency_p95_median_ms,latency_p95_stdev_ms,throughput_mean_rps,throughput_median_rps,throughput_stdev_rps,total_failure_mean_pct,total_failure_median_pct,total_failure_stdev_pct,slow_failure_mean_pct,slow_failure_median_pct,slow_failure_stdev_pct,cpu_avg_mean_pct,cpu_avg_median_pct,cpu_avg_stdev_pct,cpu_peak_mean_pct,cpu_peak_median_pct,cpu_peak_stdev_pct,mem_used_mean_mb,mem_used_median_mb,mem_used_stdev_mb
RABBIT,small,150,200,4,205.99,205.92,0.21,221.49,221.38,0.91,1013.65,1019.37,11.68,0.0,0.0,0.0,0.0,0.0,0.0,93.36,96.53,12.55,227.56,229.23,5.07,3616.25,3582.5,71.22
RABBIT,small,150,400,4,205.66,205.57,0.24,214.69,214.44,0.63,2030.41,2039.81,21.09,0.0,0.0,0.0,0.0,0.0,0.0,149.5,148.0,11.09,289.59,289.53,4.62,3727.5,3695.0,71.17
RABBIT,small,150,800,4,269.53,269.51,0.18,296.82,296.62,1.77,3084.63,3098.06,28.76,0.0,0.0,0.0,0.0,0.0,0.0,176.59,176.21,9.07,321.78,323.06,8.83,3777.25,3745.5,71.71
RABBIT,small,150,1000,3,335.92,335.87,0.25,357.83,357.76,0.36,3099.92,3100.22,1.42,0.0,0.0,0.0,0.0,0.0,0.0,177.26,175.85,4.21,328.63,328.79,1.26,3781.67,3777.0,27.3
RABBIT,small,10000,100,3,210.12,210.0,0.63,232.78,232.94,1.82,474.63,475.09,1.45,0.0,0.0,0.0,0.0,0.0,0.0,67.65,63.85,10.45,195.95,195.22,2.22,3486.67,3495.0,23.63
RABBIT,small,10000,200,4,207.34,207.76,0.92,219.84,219.74,0.53,969.84,960.47,19.26,0.0,0.0,0.0,0.0,0.0,0.0,95.96,96.0,10.82,236.76,228.81,18.12,3573.75,3518.0,113.54
RABBIT,small,10000,400,4,206.7,207.18,1.03,213.18,212.99,0.74,1945.09,1925.83,41.48,0.0,0.0,0.0,0.0,0.0,0.0,151.19,153.49,8.19,286.68,285.27,6.76,3665.25,3611.0,116.64
RABBIT,small,10000,800,4,208.36,208.73,0.91,215.91,215.47,1.22,3856.54,3821.19,75.76,0.0,0.0,0.0,0.0,0.0,0.0,248.47,248.38,2.29,397.23,397.91,6.7,3713.25,3662.0,115.53
RABBIT,small,10000,1000,3,211.74,211.77,0.09,221.27,221.6,0.67,4704.65,4705.1,1.81,0.01,0.0,0.02,0.01,0.0,0.02,276.84,275.89,9.35,424.28,420.3,8.05,3667.0,3669.0,12.12
REST,heavy,50,100,1,206.76,206.76,,210.59,210.59,,482.02,482.02,,0.0,0.0,,0.0,0.0,,155.38,155.38,,224.67,224.67,,3574.0,3574.0,
REST,heavy,50,200,2,327.51,327.51,4.6,358.32,358.32,9.84,617.48,617.48,3.81,0.14,0.14,0.04,0.14,0.14,0.04,185.24,185.24,6.58,222.39,222.39,39.4,3708.5,3708.5,24.75
REST,heavy,50,400,2,665.78,665.78,11.31,701.39,701.39,13.51,603.48,603.48,2.97,0.56,0.56,0.25,0.56,0.56,0.25,180.22,180.22,3.73,211.85,211.85,16.55,3803.5,3803.5,20.51
REST,heavy,50,800,2,1425.0,1425.0,91.92,1300.0,1300.0,70.71,558.81,558.81,40.8,49.45,49.45,9.64,49.45,49.45,9.64,187.11,187.11,8.19,207.5,207.5,24.13,3924.5,3924.5,2.12
REST,heavy,50,1000,1,1700.0,1700.0,,1240.0,1240.0,,580.74,580.74,,39.54,39.54,,39.54,39.54,,183.21,183.21,,225.57,225.57,,3937.0,3937.0,
REST,heavy,100,100,1,206.27,206.27,,209.78,209.78,,483.22,483.22,,0.0,0.0,,0.0,0.0,,151.01,151.01,,208.47,208.47,,3627.0,3627.0,
REST,heavy,100,200,2,314.3,314.3,7.48,339.41,339.41,16.79,641.77,641.77,4.8,0.07,0.07,0.09,0.07,0.07,0.09,180.72,180.72,3.71,211.29,211.29,17.35,3737.0,3737.0,22.63
REST,heavy,100,400,2,660.2,660.2,18.69,694.27,694.27,35.27,609.2,609.2,9.66,0.68,0.68,0.09,0.68,0.68,0.09,183.45,183.45,1.71,214.44,214.44,14.96,3822.5,3822.5,19.09
REST,heavy,100,800,2,1370.0,1370.0,0.0,1315.0,1315.0,7.07,580.28,580.28,1.27,48.56,48.56,1.52,48.56,48.56,1.52,180.19,180.19,11.72,212.81,212.81,19.44,3943.5,3943.5,31.82
REST,heavy,100,1000,1,1730.0,1730.0,,1300.0,1300.0,,572.57,572.57,,55.84,55.84,,55.84,55.84,,182.08,182.08,,220.71,220.71,,3944.0,3944.0,
REST,heavy,150,100,1,206.05,206.05,,209.69,209.69,,483.73,483.73,,0.0,0.0,,0.0,0.0,,147.76,147.76,,205.23,205.23,,3684.0,3684.0,
REST,heavy,150,200,2,323.5,323.5,9.74,352.33,352.33,18.0,625.78,625.78,5.6,0.16,0.16,0.02,0.16,0.16,0.02,185.09,185.09,9.19,207.8,207.8,14.66,3736.5,3736.5,23.33
REST,heavy,150,400,2,663.57,663.57,2.98,698.35,698.35,13.27,606.34,606.34,5.3,0.67,0.67,0.09,0.67,0.67,0.09,184.31,184.31,0.77,222.6,222.6,0.34,3830.5,3830.5,2.12
REST,heavy,150,800,2,1370.0,1370.0,28.28,1275.0,1275.0,35.36,578.69,578.69,14.56,42.16,42.16,0.97,42.16,42.16,0.97,176.19,176.19,7.04,203.88,203.88,10.74,3942.0,3942.0,7.07
REST,heavy,150,1000,1,1730.0,1730.0,,1260.0,1260.0,,572.51,572.51,,49.11,49.11,,49.11,49.11,,190.33,190.33,,229.48,229.48,,3962.0,3962.0,
REST,heavy,10000,100,1,205.93,205.93,,210.36,210.36,,484.02,484.02,,0.0,0.0,,0.0,0.0,,148.63,148.63,,205.64,205.64,,3656.0,3656.0,
REST,heavy,10000,200,2,321.36,321.36,13.22,346.79,346.79,19.53,630.87,630.87,11.63,0.16,0.16,0.02,0.16,0.16,0.02,184.54,184.54,10.52,209.36,209.36,9.23,3766.5,3766.5,34.65
REST,heavy,10000,400,2,667.95,667.95,11.21,711.39,711.39,6.19,602.6,602.6,1.76,0.72,0.72,0.06,0.72,0.72,0.06,183.31,183.31,1.27,218.21,218.21,9.64,3826.0,3826.0,19.8
REST,heavy,10000,800,2,1355.0,1355.0,35.36,1255.0,1255.0,77.78,586.16,586.16,12.31,47.85,47.85,9.33,47.85,47.85,9.33,175.99,175.99,6.3,211.86,211.86,26.89,3947.5,3947.5,20.51
REST,heavy,10000,1000,1,1680.0,1680.0,,1300.0,1300.0,,588.45,588.45,,52.59,52.59,,52.59,52.59,,192.86,192.86,,225.93,225.93,,3938.0,3938.0,
REST,small,50,100,3,202.84,202.49,0.64,207.87,208.02,0.3,511.57,512.46,1.58,0.0,0.0,0.0,0.0,0.0,0.0,121.45,120.84,1.63,165.29,157.08,28.65,3593.33,3594.0,3.06
REST,small,50,200,4,247.9,245.94,7.79,268.24,265.17,10.82,833.32,841.55,30.41,0.03,0.03,0.03,0.03,0.03,0.03,184.19,184.94,2.38,214.6,209.05,15.92,3655.75,3621.0,72.87
REST,small,50,400,4,509.01,509.04,10.46,544.25,541.23,9.31,802.95,805.29,20.55,0.41,0.44,0.09,0.41,0.44,0.09,182.06,182.18,5.34,215.85,217.12,6.67,3715.75,3693.5,63.37
REST,small,50,800,4,1020.0,1020.0,8.16,1077.5,1075.0,9.57,785.88,787.85,10.34,26.96,25.65,4.94,26.96,25.65,4.94,178.4,176.64,4.22,213.94,214.31,4.2,3803.25,3772.5,68.78
REST,small,50,1000,3,1273.33,1270.0,5.77,1246.67,1230.0,56.86,783.67,784.81,2.99,60.59,54.75,13.01,60.59,54.75,13.01,177.55,174.65,6.36,212.09,212.85,1.85,3817.67,3819.0,7.09
REST,small,100,100,3,202.65,202.65,0.53,207.68,207.66,0.21,514.6,514.47,1.22,0.0,0.0,0.0,0.0,0.0,0.0,116.78,116.71,0.34,152.84,149.09,24.05,3611.0,3603.0,22.11
REST,small,100,200,4,243.69,244.0,2.64,262.65,263.02,3.24,850.71,847.63,11.24,0.03,0.04,0.02,0.03,0.04,0.02,182.84,183.2,1.5,214.31,215.69,18.87,3686.5,3635.0,105.69
REST,small,100,400,4,503.94,504.36,4.3,544.28,541.73,8.13,814.64,814.78,9.91,0.42,0.42,0.07,0.42,0.42,0.07,183.32,184.19,5.27,211.23,210.45,8.61,3745.5,3699.5,99.14
REST,small,100,800,4,1004.58,1005.0,6.3,1060.0,1065.0,14.14,798.69,799.86,4.71,42.84,32.1,24.66,42.84,32.1,24.66,176.03,175.53,4.52,211.88,210.42,4.52,3831.75,3789.0,94.37
REST,small,100,1000,3,1270.0,1270.0,20.0,1133.33,1100.0,66.58,788.89,789.08,11.67,30.25,22.03,15.06,30.25,22.03,15.06,174.4,172.6,3.8,213.45,209.32,8.31,3832.33,3832.0,10.5
REST,small,150,100,3,202.73,202.61,0.34,207.72,207.75,0.19,516.54,516.62,0.82,0.0,0.0,0.0,0.0,0.0,0.0,117.8,117.8,0.8,164.83,161.71,21.97,3628.67,3633.0,21.83
REST,small,150,200,4,241.4,240.13,2.73,260.38,258.84,3.61,861.52,861.61,10.98,0.01,0.01,0.01,0.01,0.01,0.01,183.31,184.06,1.74,215.14,213.6,19.34,3687.5,3642.0,102.76
REST,small,150,400,4,506.22,507.48,5.92,543.83,545.17,7.71,812.9,815.79,6.11,0.43,0.45,0.06,0.43,0.45,0.06,182.57,183.87,5.18,212.53,211.44,8.0,3745.25,3693.0,112.88
REST,small,150,800,4,1013.1,1020.0,13.81,1067.5,1075.0,18.93,795.55,793.33,9.49,26.77,25.28,5.98,26.77,25.28,5.98,174.68,173.59,4.34,212.01,211.33,6.49,3828.75,3789.0,94.82
REST,small,150,1000,3,1283.33,1280.0,5.77,1223.33,1230.0,11.55,784.21,785.1,2.09,52.41,54.64,4.76,52.41,54.64,4.76,175.17,173.58,5.48,208.84,209.85,6.93,3808.33,3807.0,2.31
REST,small,10000,100,3,202.92,202.82,0.35,208.15,208.0,0.35,517.72,517.87,0.71,0.0,0.0,0.0,0.0,0.0,0.0,118.1,118.09,0.05,159.88,150.33,18.43,3564.67,3564.0,22.01
REST,small,10000,200,4,245.88,245.99,3.29,265.79,265.86,4.42,848.98,852.3,18.42,0.01,0.0,0.03,0.01,0.0,0.03,181.23,181.68,2.08,204.85,203.68,16.36,3636.5,3595.5,94.03
REST,small,10000,400,4,503.95,502.7,12.01,542.37,542.94,6.24,810.93,812.38,10.85,0.4,0.39,0.06,0.4,0.39,0.06,185.28,188.18,7.48,215.49,214.3,6.04,3687.75,3646.0,99.46
REST,small,10000,800,4,1007.5,1010.0,5.0,1062.5,1065.0,9.57,789.88,790.31,4.25,24.41,23.34,12.0,24.41,23.34,12.0,181.94,181.49,4.89,215.6,215.74,3.74,3793.5,3757.0,90.16
REST,small,10000,1000,3,1270.0,1270.0,0.0,1173.33,1160.0,23.09,778.87,778.19,1.48,38.89,40.06,4.25,38.89,40.06,4.25,180.83,179.21,4.69,220.81,227.6,16.23,3775.0,3769.0,16.82
